process,mean_energy_eV,energy_loss_coeff_eV_m3_s,EoverN_Td
C40 Ar Excitation 15.35 eV,9.46271,3.97777e-16,385.87
C40 Ar Excitation 15.35 eV,9.84924,5.01411e-16,429.822
C40 Ar Excitation 15.35 eV,10.2604,6.21792e-16,476.149
C40 Ar Excitation 15.35 eV,10.6991,7.6022e-16,524.851
C40 Ar Excitation 15.35 eV,11.1681,9.17794e-16,575.93
C40 Ar Excitation 15.35 eV,11.6671,1.0951e-15,629.384
C40 Ar Excitation 15.35 eV,12.2021,1.29379e-15,685.214
C40 Ar Excitation 15.35 eV,12.7745,1.51449e-15,743.42
C40 Ar Excitation 15.35 eV,13.3861,1.75678e-15,804.001
C40 Ar Excitation 15.35 eV,14.0422,2.0218e-15,866.958
C40 Ar Excitation 15.35 eV,14.7433,2.30943e-15,932.291
C40 Ar Excitation 15.35 eV,15.4923,2.61892e-15,1000.0
C41 Ar Excitation 15.66 eV,2.4075,-4.95932e-278,1.0
C41 Ar Excitation 15.66 eV,3.52837,-7.87598e-278,2.18787
C41 Ar Excitation 15.66 eV,5.08509,1.89122e-28,5.75149
C41 Ar Excitation 15.66 eV,5.39609,3.03265e-23,11.6908
C41 Ar Excitation 15.66 eV,5.62479,6.18699e-21,20.0059
C41 Ar Excitation 15.66 eV,5.85972,1.24319e-19,30.6968
C41 Ar Excitation 15.66 eV,6.09482,8.75376e-19,43.7634
C41 Ar Excitation 15.66 eV,6.32848,3.50834e-18,59.2057
C41 Ar Excitation 15.66 eV,6.56248,1.00418e-17,77.0238
C41 Ar Excitation 15.66 eV,6.80014,2.3108e-17,97.2176
C41 Ar Excitation 15.66 eV,7.04422,4.57372e-17,119.787
C41 Ar Excitation 15.66 eV,7.29691,8.12322e-17,144.732
C41 Ar Excitation 15.66 eV,7.56043,1.33049e-16,172.054
C41 Ar Excitation 15.66 eV,7.83628,2.04668e-16,201.75
C41 Ar Excitation 15.66 eV,8.12637,2.9964e-16,233.823
C41 Ar Excitation 15.66 eV,8.43263,4.21517e-16,268.271
C41 Ar Excitation 15.66 eV,8.756,5.73948e-16,305.095
C41 Ar Excitation 15.66 eV,9.09866,7.60426e-16,344.295
C41 Ar Excitation 15.66 eV,9.46271,9.84622e-16,385.87
C41 Ar Excitation 15.66 eV,9.84924,1.24979e-15,429.822
C41 Ar Excitation 15.66 eV,10.2604,1.55943e-15,476.149
C41 Ar Excitation 15.66 eV,10.6991,1.91716e-15,524.851
C41 Ar Excitation 15.66 eV,11.1681,2.32609e-15,575.93
C41 Ar Excitation 15.66 eV,11.6671,2.78802e-15,629.384
C41 Ar Excitation 15.66 eV,12.2021,3.3074e-15,685.214
C41 Ar Excitation 15.66 eV,12.7745,3.88625e-15,743.42
C41 Ar Excitation 15.66 eV,13.3861,4.52353e-15,804.001
C41 Ar Excitation 15.66 eV,14.0422,5.2224e-15,866.958
C41 Ar Excitation 15.66 eV,14.7433,5.98283e-15,932.291
C41 Ar Excitation 15.66 eV,15.4923,6.80292e-15,1000.0
C42 Ar Ionization 15.80 eV,2.4075,0.0,1.0
C42 Ar Ionization 15.80 eV,3.52837,0.0,2.18787
C42 Ar Ionization 15.80 eV,5.08509,4.6659e-26,5.75149
C42 Ar Ionization 15.80 eV,5.39609,5.01973e-21,11.6908
C42 Ar Ionization 15.80 eV,5.62479,7.36631e-19,20.0059
C42 Ar Ionization 15.80 eV,5.85972,1.16212e-17,30.6968
C42 Ar Ionization 15.80 eV,6.09482,6.82975e-17,43.7634
C42 Ar Ionization 15.80 eV,6.32848,2.38252e-16,59.2057
C42 Ar Ionization 15.80 eV,6.56248,6.11049e-16,77.0238
C42 Ar Ionization 15.80 eV,6.80014,1.28676e-15,97.2176
C42 Ar Ionization 15.80 eV,7.04422,2.36825e-15,119.787
C42 Ar Ionization 15.80 eV,7.29691,3.96056e-15,144.732
C42 Ar Ionization 15.80 eV,7.56043,6.16912e-15,172.054
C42 Ar Ionization 15.80 eV,7.83628,9.0982e-15,201.75
C42 Ar Ionization 15.80 eV,8.12637,1.28549e-14,233.823
C42 Ar Ionization 15.80 eV,8.43263,1.75474e-14,268.271
C42 Ar Ionization 15.80 eV,8.756,2.32893e-14,305.095
C42 Ar Ionization 15.80 eV,9.09866,3.01901e-14,344.295
C42 Ar Ionization 15.80 eV,9.46271,3.83664e-14,385.87
C42 Ar Ionization 15.80 eV,9.84924,4.79185e-14,429.822
C42 Ar Ionization 15.80 eV,10.2604,5.89575e-14,476.149
C42 Ar Ionization 15.80 eV,10.6991,7.15975e-14,524.851
C42 Ar Ionization 15.80 eV,11.1681,8.59324e-14,575.93
C42 Ar Ionization 15.80 eV,11.6671,1.02008e-13,629.384
C42 Ar Ionization 15.80 eV,12.2021,1.1997e-13,685.214
C42 Ar Ionization 15.80 eV,12.7745,1.3987e-13,743.42
C42 Ar Ionization 15.80 eV,13.3861,1.61665e-13,804.001
C42 Ar Ionization 15.80 eV,14.0422,1.85462e-13,866.958
C42 Ar Ionization 15.80 eV,14.7433,2.11251e-13,932.291
C42 Ar Ionization 15.80 eV,15.4923,2.38973e-13,1000.0
